,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
0,0.2686346769332886,0.09111937135457993,1864.1108565800291,839737.7247159873,2250.746541677924,302153.1655798999,3970.1878017152835,4048810.0741388076,0.07201795939590915,0.003933945325300601,0.16650442779064178,0.004872586578130722,7.200707912445068,2740.555419921875,4092.25390625,2059.5322265625,2124.0341796875,1756.111083984375,2183.501953125,1432.9166259765625,1144.42529296875,1312.3372802734375,2146.693115234375,2844.762451171875,2220.289306640625,4145.12841796875,-1224803.875,873067.8125,110054.21875,233543.65625,67328.59375,18627.220703125,-39501.421875,36303.08203125,-160887.765625,-26937.962890625,-98467.421875,-40493.0,-44776.28125,-32712.046875,-68024.2265625,-48503.9296875,-59443.265625,-6885.39013671875,-82261.1640625,-37434.34375,3.0
1,0.9063523411750793,0.010561342351138592,1339.858955099728,43227.982671175116,2867.660018039532,21101.889778193883,5066.391363055129,4099758.2101307525,0.0006654487417352584,9.152096000400877e-05,0.015585758723318577,3.639351689344039e-06,0.00934358686208725,0.12381638586521149,11507.935546875,12544.4453125,13441.6044921875,14103.2578125,14463.95703125,14529.5078125,14620.181640625,14552.865234375,14211.16796875,13755.19140625,12477.599609375,10999.7392578125,-8725428.0,52401.328125,484846.875,264393.5,243151.421875,362767.9375,164221.25,348169.625,140468.046875,326689.125,144705.59375,208564.71875,219824.625,100748.1484375,221339.359375,92748.421875,140623.96875,125330.8359375,74585.6953125,126266.65625,3.0
2,0.39169347286224365,0.08796187490224838,2283.9016343730364,686552.0295164641,2566.1572135715865,218790.06702804848,5087.4461881331745,3215843.448447021,0.09158589279458133,0.0037963408242521622,0.2805219888687134,0.011511324904859066,19.760128021240234,18328.958984375,2927.389404296875,4143.32275390625,3629.593017578125,2630.523193359375,3017.74462890625,3093.30908203125,4268.22265625,3651.487060546875,3202.061767578125,3328.32373046875,2863.4365234375,3493.444580078125,-496491.6875,737041.5,97015.375,221084.453125,91908.25,118198.578125,39743.2421875,77915.4609375,-63394.67578125,34181.5546875,15228.9296875,-16351.205078125,-11263.85546875,44696.4375,-27742.318359375,34551.609375,-18053.19921875,16568.998046875,-17403.533203125,7685.74267578125,3.0
3,0.2962110936641693,0.08884265273809433,2571.984267798283,706660.5603937814,2802.734243968584,258602.5734148481,5914.72175942272,3292673.613617942,0.09875732874426252,0.00293816013064752,0.2340419590473175,0.007655705325305462,13.86072826385498,6908.7001953125,3940.984375,6212.52490234375,4860.84375,3326.7568359375,3861.7294921875,1929.514892578125,1947.6427001953125,1579.919921875,2828.2431640625,3537.59326171875,2455.2373046875,3788.313232421875,-741822.5,923270.0,281572.3125,365355.0625,50431.72265625,36999.3046875,-21735.66015625,-68453.3671875,-99386.5625,24295.734375,-54264.4296875,-3587.250244140625,26197.75,16333.4921875,-56911.50390625,41874.4765625,-99356.765625,13132.248046875,-44909.6953125,36554.9453125,3.0
4,0.3063247501850128,0.08705984055995941,1197.645729470421,87146.57121659888,1172.993107410222,32253.819085595744,2621.8514909514347,428342.93790878745,0.07461134897966892,0.0007858887375298319,0.1143614798784256,0.0013159547233954072,3.2315261363983154,304.19805908203125,4791.32763671875,3581.976806640625,6222.220703125,4842.7685546875,3254.2705078125,3720.625244140625,3315.403564453125,6192.74951171875,6148.09033203125,4448.89306640625,4725.56640625,3493.887939453125,-2970267.0,2847576.0,-880850.1875,777487.0,161159.953125,-273657.375,455313.65625,-273162.5,-32677.88671875,231983.125,-255257.015625,105386.34375,23687.90234375,-155221.0625,136832.375,-40072.21875,-9867.466796875,91880.234375,-15992.265625,43204.90234375,3.0
5,0.3379102349281311,0.0986536368727684,2042.8164925670626,476890.1114285356,2097.092713011603,157126.87644249375,4297.204466114945,1992379.5438777034,0.09487914380930558,0.005523846132838596,0.27462825179100037,0.013503240421414375,19.650421142578125,16501.291015625,4886.2431640625,3201.189208984375,3168.091796875,2776.82568359375,3729.6640625,2305.0966796875,1971.734619140625,2140.663818359375,2598.805908203125,4022.48974609375,2804.9658203125,3999.587890625,-645075.25,999165.6875,-210645.734375,319175.6875,-176996.296875,147319.421875,-213634.21875,135896.65625,-213800.734375,78812.4609375,-135515.453125,53586.69921875,-113727.6171875,56131.10546875,-87299.8203125,-1313.425048828125,-74530.6328125,-27437.048828125,-63200.046875,-58871.85546875,3.0
6,0.2908667325973511,0.08960016071796417,2937.0136635299746,636628.2765395857,2833.8407742863265,204843.35833573225,6436.307914018928,2330897.5096117067,0.13136489139208923,0.004728372618605114,0.17632736265659332,0.004189738538116217,7.405855178833008,2182.404052734375,3137.822265625,5008.86328125,5273.609375,3545.23486328125,4516.56884765625,3919.5234375,2743.26416015625,2917.754150390625,3374.650146484375,5326.6064453125,4573.7060546875,3226.0869140625,-878917.875,898451.75,129656.5390625,270606.125,52457.2421875,67522.8125,-46790.50390625,53812.21875,-136101.046875,24879.08984375,-34538.09765625,-3468.00244140625,-42319.6640625,-42203.08203125,-79371.234375,-44086.23828125,-119126.59375,-41471.6328125,-117268.6015625,-61561.76953125,3.0
7,0.25364449620246887,0.08732739835977554,2374.683888341617,299508.29194820963,2185.7869800493527,57385.83161072133,4866.611475277158,938337.1030365158,0.13135181489794037,0.0034252146191105595,0.08807078748941422,0.0012558943126350641,1.8452544212341309,169.96694946289062,4542.951171875,3342.072265625,4017.8173828125,1847.4697265625,2415.843017578125,1936.44384765625,3076.13818359375,4004.5546875,2004.868408203125,3246.07470703125,2209.969970703125,4522.83349609375,-1807839.0,1128806.125,-398062.25,345694.65625,-390915.375,148444.09375,-354808.40625,91032.8984375,-330094.40625,71414.4375,-320168.1875,25270.41796875,-211856.046875,-38648.0703125,-115311.484375,-18944.998046875,-107700.359375,-88863.171875,-73224.21875,-54754.3515625,3.0
8,0.262685090303421,0.0882752314209938,2061.225514763573,223809.25315181474,2080.7990467660693,53687.54949908931,4301.985132640016,760330.8117671316,0.10269019364688846,0.0023143765293525435,0.06898605078458786,0.0008180429576896131,1.2195358276367188,70.91145324707031,4835.8759765625,4127.9111328125,4018.484619140625,3094.39306640625,5253.0087890625,3774.031982421875,4530.607421875,5569.39794921875,3230.385986328125,4996.990234375,3079.820068359375,5459.76904296875,-2991227.75,1685370.125,-455018.84375,433441.25,-501439.5,93646.546875,-437707.03125,71338.1015625,-411519.0625,37425.08203125,-406660.25,17538.654296875,-294370.6875,-110783.6171875,-161829.78125,-63786.97265625,-161504.828125,-77464.9609375,-81857.234375,-83897.3203125,3.0
9,0.3103089928627014,0.09231376647949219,1530.9804321258991,275795.7490715122,1499.258495487209,47048.648875305385,3228.2392213054904,751392.7843511694,0.08496789121606586,0.004018557134742175,0.07723549008369446,0.0010883460054174066,1.5792629718780518,98.33540344238281,4986.1416015625,4036.181884765625,4194.4580078125,3542.681640625,2662.80908203125,3485.484619140625,2874.9384765625,4563.740234375,3304.349609375,2469.71728515625,2881.865966796875,2833.4912109375,-2205572.75,1639053.25,-528336.5625,598977.25,-300275.9375,106981.65625,-72046.109375,-126302.734375,8696.3515625,-162648.859375,38008.82421875,-176850.078125,5446.75,-109739.03125,-86725.515625,-13559.9814453125,-126284.3671875,32047.6875,-103043.421875,18970.904296875,3.0
